,loss,binary_accuracy,TP,TN,FP,FN,precision,recall,val_loss,val_binary_accuracy,val_TP,val_TN,val_FP,val_FN,val_precision,val_recall
0,0.0013090597931295633,0.5363805890083313,376.0,1349.0,1392.0,99.0,0.21266968548297882,0.7915789484977722,0.7328429222106934,0.4427083432674408,31.0,139.0,161.0,53.0,0.1614583283662796,0.369047611951828
1,0.0009209519485011697,0.7018035054206848,318.0,1939.0,804.0,155.0,0.28342247009277344,0.6723044514656067,0.6202954649925232,0.8020833134651184,12.0,296.0,3.0,73.0,0.800000011920929,0.1411764770746231
2,0.0007290084613487124,0.7049129605293274,323.0,1944.0,802.0,147.0,0.2871111035346985,0.6872340440750122,0.5520832538604736,0.7994791865348816,8.0,299.0,2.0,75.0,0.800000011920929,0.09638553857803345
3,0.0006292026373557746,0.7226368188858032,311.0,2013.0,732.0,160.0,0.2981783449649811,0.6602972149848938,0.8879850506782532,0.46875,45.0,135.0,165.0,39.0,0.2142857164144516,0.5357142686843872
4,0.00056423619389534,0.74284827709198,313.0,2076.0,669.0,158.0,0.318737268447876,0.6645435094833374,0.6067144274711609,0.7317708134651184,30.0,251.0,48.0,55.0,0.38461539149284363,0.3529411852359772
5,0.0005306124803610146,0.74284827709198,315.0,2074.0,668.0,159.0,0.3204476237297058,0.6645569801330566,0.5515221953392029,0.7604166865348816,37.0,255.0,45.0,47.0,0.45121949911117554,0.4404761791229248
6,0.0004914390156045556,0.7621268630027771,331.0,2120.0,622.0,143.0,0.3473242521286011,0.6983122229576111,0.5180876851081848,0.8072916865348816,8.0,302.0,0.0,74.0,1.0,0.09756097197532654
7,0.00047632885980419815,0.768034815788269,317.0,2153.0,592.0,154.0,0.34873488545417786,0.6730360984802246,0.48059237003326416,0.8333333134651184,38.0,282.0,19.0,45.0,0.6666666865348816,0.45783132314682007
8,0.00046125828521326184,0.7863805890083313,324.0,2205.0,538.0,149.0,0.37587007880210876,0.6849894523620605,0.5967409610748291,0.7057291865348816,48.0,223.0,76.0,37.0,0.3870967626571655,0.5647059082984924
9,0.0004431457200553268,0.7966417670249939,335.0,2227.0,514.0,140.0,0.3945818543434143,0.7052631378173828,0.5401915907859802,0.859375,38.0,292.0,8.0,46.0,0.8260869383811951,0.4523809552192688
10,0.00043596146861091256,0.7835820913314819,323.0,2197.0,546.0,150.0,0.37169161438941956,0.6828752756118774,0.6053688526153564,0.6822916865348816,42.0,220.0,81.0,41.0,0.3414634168148041,0.5060241222381592
11,0.0004280113789718598,0.7798507213592529,328.0,2180.0,563.0,145.0,0.36812570691108704,0.6934460997581482,0.5475166440010071,0.7630208134651184,43.0,250.0,50.0,41.0,0.46236559748649597,0.511904776096344
12,0.0004265650932211429,0.7838930487632751,331.0,2190.0,553.0,142.0,0.37443438172340393,0.6997885704040527,0.4912702739238739,0.8125,30.0,282.0,19.0,53.0,0.6122449040412903,0.3614457845687866
13,0.00041374494321644306,0.7935323119163513,339.0,2213.0,530.0,134.0,0.3901035785675049,0.7167019248008728,0.45574143528938293,0.8333333134651184,21.0,299.0,1.0,63.0,0.9545454382896423,0.25
14,0.000411804678151384,0.802860677242279,336.0,2246.0,498.0,136.0,0.40287768840789795,0.7118644118309021,0.45760592818260193,0.8385416865348816,22.0,300.0,0.0,62.0,1.0,0.261904776096344
15,0.00040153064765036106,0.8062810897827148,346.0,2247.0,496.0,127.0,0.41092637181282043,0.731501042842865,0.45173463225364685,0.8489583134651184,30.0,296.0,5.0,53.0,0.8571428656578064,0.3614457845687866
